district_id,state_name,overall_literacy,female_literacy,male_literacy,total_enrollment,govt_enrollment,private_enrollment,school_age_population,primary_pupil_teacher_ratio,upper_primary_pupil_teacher_ratio,total_schools,schools_with_water,schools_with_electricity,schools_with_girls_toilet,schools_with_boys_toilet,schools_with_road_connectivity,pct_sc_population,pct_st_population,dropout_rate_pct,pct_govt_enrollment,pct_private_enrollment,pct_schools_road_connected,pct_schools_electricity,pct_schools_water,pct_schools_girls_toilet,girl_dropout_rate,boy_dropout_rate,dropout_gender_gap,literacy_gender_gap,toilet_gender_gap,total_teachers
134,CHHATTISGARH,61.16,50.88,71.23,149217,105207,42718,287025,122,31,2144,2142,945,2108,2091,1930,4.9,55.11,1.8,70.5,28.6,90,44.1,99.9,98.3,1.72,1.87,-0.15,20.35,17,8609
121,CHHATTISGARH,68.6,59.05,78.24,145254,93943,50098,90174,128,39,2435,2433,508,2377,2376,2017,5.74,62.28,2.25,64.7,34.5,82.8,20.9,99.9,97.6,2.14,2.35,-0.21,19.19,1,8627
124,CHHATTISGARH,73.22,62.26,83.88,199642,145069,53903,126607,407,88,2272,2268,1112,2249,2234,1975,10.33,40.9,1.07,72.7,27,86.9,48.9,99.8,99,0.91,1.23,-0.33,21.62,15,8687
120,CHHATTISGARH,73.7,61.72,85.59,304532,201583,102653,169328,366,174,2815,2815,2399,2743,2728,2702,24.57,11.56,1.26,66.2,33.7,96,85.2,100,97.4,1.09,1.43,-0.35,23.87,15,13566
131,CHHATTISGARH,76.97,66.98,87.19,256820,204175,52645,151916,300,167,2939,2935,2580,2901,2886,2670,10.19,26.36,1.32,79.5,20.5,90.8,87.8,99.9,98.7,1.2,1.44,-0.24,20.21,15,12163
118,CHHATTISGARH,79.69,70.51,88.8,247573,127187,119055,310605,192,92,1436,1430,1419,1425,1414,1431,13.7,11.89,0.9,51.4,48.1,99.7,98.8,99.6,99.2,0.82,0.99,-0.17,18.29,11,11410
130,CHHATTISGARH,76.43,66.21,86.5,374087,192388,176534,423006,230,202,2102,2101,2089,2056,2022,2057,17.82,11.72,1.2,51.4,47.2,97.9,99.4,100,97.8,1.09,1.3,-0.21,20.29,34,18322
126,CHHATTISGARH,71.54,60.37,83.01,175699,138588,36759,97201,176,152,1991,1984,1850,1945,1922,1948,13.52,27.1,1.25,78.9,20.9,97.8,92.9,99.6,97.7,1.11,1.39,-0.28,22.64,23,7901
117,CHHATTISGARH,78.95,69.24,88.84,122919,92425,30428,73423,45,33,1515,1511,1474,1492,1473,1390,7.33,25.96,3.77,75.2,24.8,91.7,97.3,99.7,98.5,3.31,4.22,-0.9,19.6,19,6980
112,CHHATTISGARH,54.94,44.49,65.7,140295,119954,19995,158302,278,105,2379,2371,787,2318,2310,2019,2.69,65.93,1.71,85.5,14.3,84.9,33.1,99.7,97.4,1.5,1.9,-0.41,21.21,8,7266
116,CHHATTISGARH,42.67,32.88,52.69,47215,39996,7188,61961,34,2,869,839,217,824,808,643,2.44,76.88,3.5,84.7,15.2,74,25,96.5,94.8,3.01,3.92,-0.91,19.81,16,3001
128,CHHATTISGARH,,,58.97,27947,23715,4232,18150,52,12,591,589,129,547,565,243,,,2.02,84.9,15.1,41.1,21.8,99.7,92.6,1.91,2.11,-0.2,,-18,1685
127,CHHATTISGARH,,,,146682,117475,29207,,354,169,1077,1076,644,1068,1057,975,,,1.16,80.1,19.9,90.5,59.8,99.9,99.2,1.06,1.26,-0.2,,11,5126
114,CHHATTISGARH,,,51.42,48407,43763,4644,33380,98,3,1053,839,297,711,641,652,,,2.61,90.4,9.6,61.9,28.2,79.7,67.5,2.58,2.63,-0.04,,70,2362
132,CHHATTISGARH,,,,38346,35031,3210,,76,5,937,864,215,881,894,667,,,2.04,91.4,8.4,71.2,22.9,92.2,94,2.08,2.01,0.07,,-13,2271
109,CHHATTISGARH,,,,113183,91890,21207,,75,21,1375,1373,1351,1353,1347,1342,,,2.07,81.2,18.7,97.6,98.3,99.9,98.4,1.8,2.33,-0.53,,6,6137
113,CHHATTISGARH,,,,155982,136552,19313,,365,169,1254,1249,1229,1234,1231,1133,,,0.7,87.5,12.4,90.4,98,99.6,98.4,0.63,0.76,-0.12,,3,5788
110,CHHATTISGARH,,,,251020,207373,43523,,239,217,2074,2071,1686,2043,2026,1857,,,1.89,82.6,17.3,89.5,81.3,99.9,98.5,1.62,2.17,-0.55,,17,10397
111,CHHATTISGARH,,,,149423,121833,25882,,278,171,2091,2090,374,2066,2047,1750,,,1.42,81.5,17.3,83.7,17.9,100,98.8,1.3,1.53,-0.23,,19,6638
133,CHHATTISGARH,,,,151031,109754,40433,,173,116,2162,2160,557,2128,2071,1920,,,1.75,72.7,26.8,88.8,25.8,99.9,98.4,1.58,1.91,-0.32,,57,7155
343,MADHYA PRADESH,58.02,44.45,70.3,135666,96731,25502,85786,417,192,1391,1391,282,1332,1307,1289,15.76,23.47,1.45,71.3,18.8,92.7,20.3,100,95.8,1.19,1.69,-0.51,25.85,25,4408
329,MADHYA PRADESH,72.07,57.64,84.2,344904,211566,127311,224714,968,388,3377,3198,928,3238,3221,3106,21.44,0.87,1.1,61.3,36.9,92,27.5,94.7,95.9,0.95,1.23,-0.28,26.56,17,11896
307,MADHYA PRADESH,76.59,63.96,87.2,309035,152802,151548,182201,616,279,3412,3225,914,3233,3205,2973,22.01,0.36,0.86,49.4,49,87.1,26.8,94.5,94.8,0.78,0.92,-0.15,23.24,28,11820
318,MADHYA PRADESH,77.93,68.29,86.3,353529,134738,215308,192313,224,156,3288,3288,1706,3182,3155,2945,19.34,3.55,1.65,38.1,60.9,89.6,51.9,100,96.8,1.7,1.61,0.09,18.01,27,21096
313,MADHYA PRADESH,73.5,60.21,85.2,130584,90830,37602,81316,181,173,1526,1509,445,1488,1421,1411,25.46,1.91,0.98,69.6,28.8,92.5,29.2,98.9,97.5,0.87,1.08,-0.21,24.99,67,6294
344,MADHYA PRADESH,63.73,49.47,76.2,346977,264729,81167,211411,726,505,3509,3471,609,3393,3309,3096,18.63,13.2,1.13,76.3,23.4,88.2,17.4,98.9,96.7,0.99,1.26,-0.27,26.73,84,12683
317,MADHYA PRADESH,65.1,52.53,76.6,251975,171925,77850,155961,315,344,2718,2484,533,2680,2673,2521,15.56,15.37,0.64,68.2,30.9,92.8,19.6,91.4,98.6,0.54,0.73,-0.19,24.07,7,11185
347,MADHYA PRADESH,62.57,50.71,73.3,299788,238016,60548,171373,833,392,2691,2689,378,2568,2570,2530,25.02,4.7,0.34,79.4,20.2,94,14,99.9,95.4,0.32,0.37,-0.05,22.59,-2,8853
310,MADHYA PRADESH,64.9,54.34,74.2,371976,273115,97244,209381,712,575,3458,3451,814,3385,3315,3194,23,4.18,1.01,73.4,26.1,92.4,23.5,99.8,97.9,0.92,1.09,-0.17,19.86,70,13498
332,MADHYA PRADESH,66.08,55.55,75.6,205526,151400,53892,120614,344,351,2729,2648,496,2630,2609,2143,20.46,16.81,1.01,73.7,26.2,78.5,18.2,97,96.4,0.99,1.04,-0.05,20.05,21,8672
337,MADHYA PRADESH,77.52,67.71,86.3,426174,277487,145399,260186,716,629,3830,3647,860,3626,3557,3528,21.09,9.33,1.5,65.1,34.1,92.1,22.5,95.2,94.7,1.34,1.64,-0.3,18.59,69,14973
312,MADHYA PRADESH,70.92,59.9,81,226083,169364,55746,141600,415,350,2365,2157,367,2089,2124,1989,19.49,13.15,1.14,74.9,24.7,84.1,15.5,91.2,88.3,0.97,1.29,-0.32,21.1,-35,8068
338,MADHYA PRADESH,73.79,63.42,83.4,395292,247711,145392,246179,513,382,4606,4569,1073,4402,4287,4155,17.88,14.36,1.18,62.7,36.8,90.2,23.3,99.2,95.6,1.05,1.29,-0.24,19.98,115,18238
336,MADHYA PRADESH,73.42,62.49,83.7,423630,249504,163673,264506,1115,515,5747,5607,1671,5096,5245,4968,16.22,13.19,0.72,58.9,38.6,86.4,29.1,97.6,88.7,0.59,0.84,-0.25,21.21,-149,16374
349,MADHYA PRADESH,67.34,56.06,78.1,118367,95458,22909,76339,361,251,1300,1266,317,1268,1265,1172,9.02,46.64,0.97,80.6,19.4,90.2,24.4,97.4,97.5,0.84,1.11,-0.27,22.04,3,3461
341,MADHYA PRADESH,68.36,58.16,78.3,183552,142343,40616,115958,509,331,2394,2364,535,2338,2307,2296,8.42,44.65,1.17,77.5,22.1,95.9,22.3,98.7,97.7,1.06,1.27,-0.21,20.14,31,6798
345,MADHYA PRADESH,66.09,55.23,76.5,227539,166405,60386,142457,603,338,2786,2674,494,2623,2465,2649,11.55,27.8,1.31,73.1,26.5,95.1,17.7,96,94.1,1.15,1.46,-0.31,21.27,158,8537
331,MADHYA PRADESH,71.81,57.25,85.9,122940,65128,57010,79006,83,130,1662,1643,573,1604,1584,1566,13.46,8.65,1.12,53,46.4,94.2,34.5,98.9,96.5,1.04,1.19,-0.15,28.65,20,6875
328,MADHYA PRADESH,72.75,58.3,86.8,208907,108152,100755,129154,273,248,2477,2408,815,2206,2200,2053,18.58,2.47,0.86,51.8,48.2,82.9,32.9,97.2,89.1,0.81,0.9,-0.09,28.5,6,8854
335,MADHYA PRADESH,68.03,56.45,79.4,246002,152956,92574,160977,367,187,2724,2451,634,2373,2281,2488,13.65,28.17,0.59,62.2,37.6,91.3,23.3,90,87.1,0.49,0.69,-0.19,22.95,92,11983
348,MADHYA PRADESH,73.55,61.4,85.2,317880,141117,173503,200794,342,212,3216,3048,1092,2895,2884,2873,26.37,2.45,1.1,44.4,54.6,89.3,34,94.8,90,0.95,1.25,-0.3,23.8,11,15115
342,MADHYA PRADESH,70.17,56.36,83.2,156034,72540,81971,164277,196,165,1923,1843,618,1837,1830,1727,23.4,2.5,0.67,46.5,52.5,89.8,32.1,95.8,95.5,0.61,0.72,-0.11,26.84,7,7633
314,MADHYA PRADESH,70.53,58.27,82.1,263520,141331,121263,170235,380,317,3007,3004,904,2864,2848,2757,18.67,17.44,1.07,53.6,46,91.7,30.1,99.9,95.2,0.92,1.21,-0.28,23.83,16,12111
323,MADHYA PRADESH,44.45,34.29,54.7,221335,181539,39747,160792,1178,160,2602,2469,340,2510,2483,2340,1.7,87,0.48,82,18,89.9,13.1,94.9,96.5,0.46,0.5,-0.04,20.41,27,6561
315,MADHYA PRADESH,60.57,49.69,71.1,371140,242715,128425,264966,942,333,4921,4714,1028,4513,4136,4462,6.65,55.94,0.99,65.4,34.6,90.7,20.9,95.8,91.7,0.88,1.09,-0.21,21.41,377,15490
321,MADHYA PRADESH,82.32,74.89,89.2,612388,125212,480096,298804,962,404,3925,3788,2326,3746,3715,3785,16.64,6.64,0.87,20.4,78.4,96.4,59.3,96.5,95.4,0.79,0.95,-0.16,14.31,31,17470
305,MADHYA PRADESH,50.23,43.07,57.3,214455,167867,44777,192955,761,198,3343,3343,505,2759,2558,2967,6.35,69.43,0.54,78.3,20.9,88.8,15.1,100,82.5,0.48,0.59,-0.11,14.23,201,8792
334,MADHYA PRADESH,62.68,49.79,75.1,280097,170556,107713,172711,361,315,3420,3292,883,3276,3163,3109,19.13,3.48,1.34,60.9,38.5,90.9,25.8,96.3,95.8,1.25,1.42,-0.17,25.31,113,13306
350,MADHYA PRADESH,72.08,61.67,81.4,273637,189061,79900,177302,251,355,3195,3035,558,2965,2899,2775,20.03,4.63,1.46,69.1,29.2,86.9,17.5,95,92.8,1.25,1.65,-0.4,19.73,66,12114
308,MADHYA PRADESH,82.26,76.57,87.4,431042,112048,287529,225095,341,169,3089,3072,2027,3028,3002,2957,15.08,2.93,0.28,26,66.7,95.7,65.6,99.4,98,0.25,0.31,-0.05,10.83,26,21989
339,MADHYA PRADESH,71.11,58.86,82.4,221335,120446,98105,144504,270,276,2827,2616,879,2757,2750,2143,20.69,11.1,0.59,54.4,44.3,75.8,31.1,92.5,97.5,0.58,0.6,-0.02,23.54,7,10994
333,MADHYA PRADESH,74.26,65.09,82.5,228157,145715,80172,152685,244,266,2973,2856,759,2876,2852,2841,16.96,15.4,1.17,63.9,35.1,95.6,25.5,96.1,96.7,1.07,1.26,-0.19,17.41,24,11217
306,MADHYA PRADESH,70.14,61.63,78.4,245960,191524,54112,154333,319,481,3223,3138,415,3069,3045,2972,10.11,42.34,0.97,77.9,22,92.2,12.9,97.4,95.2,0.86,1.08,-0.22,16.77,24,10563
319,MADHYA PRADESH,74.04,64.3,83.1,97529,61216,35913,61731,161,173,1062,1050,317,912,1032,1000,16.28,27.99,1.15,62.8,36.8,94.2,29.8,98.9,85.9,0.85,1.42,-0.57,18.8,-120,4214
320,MADHYA PRADESH,76.52,67.04,85.2,224868,106541,118327,118184,212,170,2209,2198,515,2133,2098,1775,16.52,15.89,1.6,47.4,52.6,80.4,23.3,99.5,96.6,1.59,1.61,-0.03,18.16,35,9863
324,MADHYA PRADESH,73.62,62.47,84.2,241874,173899,67648,140981,403,419,2245,2090,470,2185,2173,2095,12.05,24.59,1.54,71.9,28,93.3,20.9,93.1,97.3,1.31,1.75,-0.44,21.73,12,7625
322,MADHYA PRADESH,82.47,75.3,89.1,360989,180385,173851,216493,470,407,3195,3175,1157,2886,3019,2956,14.13,15.23,1.11,50,48.2,92.5,36.2,99.4,90.3,1.09,1.13,-0.04,13.8,-133,15791
330,MADHYA PRADESH,76.79,67.64,85.2,167498,106070,61151,101607,192,236,2027,2014,473,1972,1976,1627,16.87,13.36,1.27,63.3,36.5,80.3,23.3,99.4,97.3,1.13,1.4,-0.27,17.56,-4,8263
316,MADHYA PRADESH,65.47,53.49,77.6,131327,113957,17370,81846,523,195,2022,1763,217,1946,1929,1735,5.65,64.7,1.4,86.8,13.2,85.8,10.7,87.2,96.2,1.17,1.64,-0.47,24.11,17,4860
327,MADHYA PRADESH,68.28,57.2,79.5,178389,149853,28536,110253,573,298,2867,2718,302,2713,2711,2578,4.59,57.88,1.13,84,16,89.9,10.5,94.8,94.6,1.05,1.21,-0.16,22.3,2,6976
311,MADHYA PRADESH,72.21,63.38,80.8,324014,231508,91942,197338,541,487,4280,4239,786,4081,4032,4127,11.11,36.82,1.77,71.4,28.4,96.4,18.4,99,95.4,1.59,1.95,-0.36,17.42,49,14426
340,MADHYA PRADESH,73.01,64.14,81.8,215173,162018,51739,132954,212,364,3258,2840,454,3147,3075,2822,9.48,37.69,1.49,75.3,24,86.6,13.9,87.2,96.6,1.34,1.64,-0.3,17.66,72,10517
304,MADHYA PRADESH,78.29,69.71,87.1,253829,186130,67329,152492,201,330,3249,3249,580,3190,3174,2984,7.37,22.51,1.77,73.3,26.5,91.8,17.9,100,98.2,1.56,1.98,-0.42,17.39,16,13144
303,MADHYA PRADESH,67.9,54.18,80.2,166501,120760,44081,102989,324,234,1736,1703,323,1505,1551,1372,20.8,9.71,0.79,72.5,26.5,79,18.6,98.1,86.7,0.93,0.67,0.25,26.02,-46,6389
302,MADHYA PRADESH,69.08,57.89,80.1,117324,87584,29615,77374,252,171,1789,1653,272,1722,1600,1515,9.93,47.85,1.61,74.7,25.2,84.7,15.2,92.4,96.3,1.44,1.77,-0.32,22.21,122,5147
309,MADHYA PRADESH,65.28,57.12,73.1,123814,82645,38085,90094,261,124,910,903,314,875,864,808,8.48,30.36,0.79,66.7,30.8,88.8,34.5,99.2,96.2,0.79,0.78,0.01,15.98,11,4307
301,MADHYA PRADESH,37.22,30.97,43.6,142319,128661,13383,111658,840,65,2410,2410,205,2335,2316,2131,3.69,88.98,0.59,90.4,9.4,88.4,8.5,100,96.9,0.51,0.65,-0.14,12.63,19,5133
346,MADHYA PRADESH,62.36,49.86,73.8,248201,187260,60283,151138,881,374,2335,2073,387,1919,2000,2024,12.79,32.59,1.11,75.4,24.3,86.7,16.6,88.8,82.2,0.96,1.24,-0.28,23.94,-81,6692
300,MADHYA PRADESH,,,,99648,56497,42417,,177,146,1205,1176,251,1172,1163,1098,,,0.86,56.7,42.6,91.1,20.8,97.6,97.3,0.84,0.88,-0.04,,9,4204
156,GUJARAT,71.58,61.62,80.6,369518,266806,102712,234042,223,32,2121,2121,2104,2016,1989,1942,12.37,1.16,0.91,72.2,27.8,91.6,99.2,100,95,0.76,1.04,-0.28,18.98,27,13397
145,GUJARAT,66.39,52.58,79.45,588697,512265,76432,381163,296,24,2730,2730,2714,2727,2704,2451,10.49,9.11,0.89,87,13,89.8,99.4,100,99.9,0.72,1.03,-0.3,26.87,23,19361
164,GUJARAT,73.47,62.01,84.28,220701,184594,36107,138195,59,13,965,965,965,937,927,912,9.18,0.99,1.05,83.6,16.4,94.5,100,100,97.1,0.87,1.2,-0.34,22.27,10,7523
158,GUJARAT,84.26,76.12,91.88,297501,219511,77990,174840,47,33,1291,1291,1289,1255,1243,1263,7.98,0.46,0.92,73.8,26.2,97.8,99.8,100,97.2,0.79,1.02,-0.23,15.76,12,10893
167,GUJARAT,76.6,65.29,87.45,227556,179467,48089,249776,101,37,1534,1534,1534,1534,1527,1512,7.73,22.32,1.01,78.9,21.1,98.6,100,100,100,0.89,1.12,-0.23,22.16,7,9622
152,GUJARAT,85.78,77.37,93.59,237465,132641,104824,121780,58,25,1002,1002,1002,964,967,1002,7.8,1.31,0.9,55.9,44.1,100,100,100,96.2,0.79,0.99,-0.2,16.22,-3,9413
141,GUJARAT,86.65,80.29,92.44,980356,346552,633804,609612,597,179,2912,2912,2912,2849,2825,2882,10.53,1.24,0.8,35.3,64.7,99,100,100,97.8,0.68,0.9,-0.22,12.15,24,28401
169,GUJARAT,73.19,62.2,83.47,249702,194738,54964,178237,78,20,1143,1143,1141,1103,1096,1079,10.22,1.22,1.47,78,22,94.4,99.8,100,96.5,1.29,1.63,-0.33,21.27,7,8947
166,GUJARAT,82.2,75.26,88.67,429430,180576,248854,318580,145,27,1990,1979,1988,1907,1878,1975,7.63,0.63,0.67,42.1,57.9,99.2,99.9,99.4,95.8,0.6,0.73,-0.13,13.41,29,16583
154,GUJARAT,74.4,65.97,82.35,187042,104614,82428,194472,62,19,1059,1059,1056,991,971,1047,8.05,1.12,0.83,55.9,44.1,98.9,99.7,100,93.6,0.74,0.91,-0.17,16.38,20,7441
165,GUJARAT,76.63,68.32,84.56,80960,50429,29415,48861,9,0,458,457,447,437,433,427,8.85,2.23,0.93,62.3,36.3,93.2,97.6,99.8,95.4,0.87,0.98,-0.11,16.24,4,3434
155,GUJARAT,76.88,67.59,85.8,192807,98327,94480,231140,18,5,1243,1243,1238,1202,1216,1235,9.69,2.03,1.08,51,49,99.4,99.6,100,96.7,0.9,1.23,-0.34,18.21,-14,9003
142,GUJARAT,74.49,66.97,81.82,198141,149797,48344,128931,33,4,1041,1041,1041,1008,1006,1041,8.78,0.48,0.99,75.6,24.4,100,100,100,96.8,0.87,1.09,-0.22,14.85,2,8032
147,GUJARAT,76.84,66.92,86.15,372955,276162,96793,283467,92,11,1329,1329,1329,1261,1244,1317,5.45,0.32,0.94,74,26,99.1,100,100,94.9,0.82,1.04,-0.22,19.23,17,12448
143,GUJARAT,85.79,77.76,93.23,306127,209029,97098,182707,94,55,1382,1382,1382,1307,1300,1376,4.99,1.19,1.35,68.3,31.7,99.6,100,100,94.6,1.18,1.49,-0.32,15.47,7,10633
157,GUJARAT,84.31,74.67,93.4,294323,227747,66576,211413,113,37,1633,1633,1631,1593,1595,1588,5.03,1.75,1.18,77.4,22.6,97.2,99.9,100,97.6,1.01,1.32,-0.32,18.73,-2,10557
163,GUJARAT,72.32,59.95,84.07,270973,226870,44103,263485,88,19,1599,1599,1599,1580,1567,1468,4.2,30.18,1.35,83.7,16.3,91.8,100,100,98.8,1.2,1.49,-0.29,24.12,13,9598
151,GUJARAT,60.6,49.02,72.14,407510,371187,36323,306374,306,18,1893,1893,1889,1877,1865,1687,1.95,74.32,0.85,91.1,8.9,89.1,99.8,100,99.2,0.74,0.95,-0.21,23.12,12,12932
172,GUJARAT,81.21,74.4,87.59,424226,201838,222388,363506,142,51,1724,1724,1724,1680,1665,1714,5.32,27.61,1.11,47.6,52.4,99.4,100,100,97.4,0.92,1.28,-0.36,13.19,15,15259
161,GUJARAT,73.29,63.62,82.6,84510,75012,9498,57054,37,7,791,790,786,787,781,789,1.48,81.55,1.98,88.8,11.2,99.7,99.4,99.9,99.5,1.69,2.25,-0.56,18.98,6,3491
146,GUJARAT,83.03,76.79,88.8,224389,128878,95511,131300,86,29,1221,1221,1221,1169,1161,1108,4.01,31.48,1.09,57.4,42.6,90.7,100,100,95.7,1,1.17,-0.17,12.01,8,8949
168,GUJARAT,86.65,81.02,91.05,838646,283432,555214,537397,466,103,2447,2446,2447,2341,2329,2429,2.6,14.09,1.01,33.8,66.2,99.3,100,100,95.7,0.94,1.07,-0.13,10.03,12,25624
171,GUJARAT,76.8,68.75,84.98,56331,52736,3595,30270,30,3,425,425,425,425,423,424,0.44,94.65,2.51,93.6,6.4,99.8,100,100,100,2.4,2.61,-0.2,16.23,2,2138
162,GUJARAT,84.78,79.3,90.06,161606,101859,59747,97702,49,4,905,905,905,883,882,896,2.67,48.11,1.15,63,37,99,100,100,97.6,0.99,1.29,-0.3,10.76,1,6254
173,GUJARAT,80.94,74.96,86.48,252554,162588,89966,158038,129,19,1284,1284,1283,1276,1265,1277,2.24,52.93,0.86,64.4,35.6,99.5,99.9,100,99.4,0.76,0.95,-0.19,11.52,11,9392
170,GUJARAT,69.23,61.69,76.86,104282,90501,13781,64508,37,9,922,922,921,921,915,902,1.01,84.18,0.96,86.8,13.2,97.8,99.9,100,99.9,0.77,1.15,-0.38,15.17,6,4387
144,GUJARAT,,,,160069,129921,30148,,26,17,1412,1412,1412,1411,1411,1412,,,0.99,81.2,18.8,100,100,100,99.9,0.82,1.15,-0.33,,0,7289
148,GUJARAT,,,,110213,83834,26379,,28,6,355,353,354,339,340,351,,,0.96,76.1,23.9,98.9,99.7,99.4,95.5,0.93,0.99,-0.06,,-1,3481
153,GUJARAT,,,,185779,127478,58301,,18,3,868,868,862,826,821,868,,,1.15,68.6,31.4,100,99.3,100,95.2,1,1.28,-0.28,,5,7490
159,GUJARAT,,,,158969,140342,18627,,28,13,1366,1366,1365,1361,1353,1266,,,1.71,88.3,11.7,92.7,99.9,100,99.6,1.47,1.92,-0.45,,8,6785
160,GUJARAT,,,,154262,95567,58695,,43,5,799,799,789,763,760,787,,,0.82,62,38,98.5,98.7,100,95.5,0.74,0.89,-0.14,,3,6182
138,DADRA AND NAGAR HAVELI & DAMAN AND DIU,83.36,75.83,91.24,6795,4662,2133,4826,4,0,41,41,41,38,38,41,3.58,0.24,0.59,68.6,31.4,100,100,100,92.7,0.53,0.65,-0.11,15.41,0,328
137,DADRA AND NAGAR HAVELI & DAMAN AND DIU,88.06,81.14,91.53,21183,10241,10942,15066,13,3,79,79,79,79,79,78,2.23,7.97,0.55,48.3,51.7,98.7,100,100,100,0.49,0.6,-0.12,10.39,0,835
371,MAHARASTRA,63.04,53.9,71.98,265561,129755,135522,178959,389,103,1988,1988,1141,1965,1951,1834,2.91,69.28,0.72,48.9,51,92.3,57.4,100,98.8,0.66,0.77,-0.11,18.08,14,10600
359,MAHARASTRA,74.61,66.21,82.59,331141,108174,222864,200620,431,153,1916,1913,1654,1847,1820,1883,6.22,31.56,1.35,32.7,67.3,98.3,86.3,99.8,96.4,1.08,1.58,-0.5,16.38,27,12948
363,MAHARASTRA,79.73,70.92,87.97,640881,226601,413783,385641,646,197,3121,3121,2707,3014,2982,3111,9.2,14.29,1.02,35.4,64.6,99.7,86.7,100,96.6,0.79,1.2,-0.41,17.05,32,23349
357,MAHARASTRA,82.09,72.95,90.69,382100,189562,192373,237436,292,94,2205,2205,1816,2163,2140,2104,18.21,4.83,1.95,49.6,50.3,95.4,82.4,100,98.1,1.62,2.24,-0.62,17.74,23,15758
352,MAHARASTRA,87.55,81.91,92.89,244765,90701,153847,150007,143,58,1595,1563,1402,1541,1489,1566,20.07,5.53,3.11,37.1,62.9,98.2,87.9,98,96.6,2.72,3.47,-0.75,10.98,52,11610
385,MAHARASTRA,81.7,72.26,90.54,178688,82171,96429,111363,106,73,1245,1245,1027,1235,1215,1232,19.17,6.72,2.12,46,54,99,82.5,100,99.2,1.79,2.41,-0.62,18.28,20,7817
353,MAHARASTRA,88.23,83.52,92.7,370550,160421,209465,221384,255,78,2599,2599,2300,2553,2502,2580,17.53,13.99,1.89,43.3,56.5,99.3,88.5,100,98.2,1.61,2.16,-0.55,9.18,51,17851
384,MAHARASTRA,87.22,81.89,92.27,154329,57870,96238,92637,75,14,1394,1394,1381,1383,1379,1385,14.52,11.49,3.17,37.5,62.4,99.4,99.1,100,99.2,2.66,3.63,-0.97,10.38,4,8489
369,MAHARASTRA,89.52,85.07,93.76,620005,127673,488064,356737,352,78,3657,3657,3521,3643,3598,3622,18.65,9.4,1.79,20.6,78.7,99,96.3,100,99.6,1.6,1.96,-0.37,8.69,45,30493
355,MAHARASTRA,85.14,77.02,93.17,148366,69922,77723,89295,66,28,1226,1221,1198,1212,1198,1218,16.69,7.41,3.26,47.1,52.4,99.3,97.7,99.6,98.9,2.96,3.55,-0.59,16.15,14,7924
361,MAHARASTRA,85.41,77.3,93.54,168918,89294,79374,100329,58,47,1505,1503,1296,1494,1484,1491,13.31,16.2,2.52,52.9,47,99.1,86.1,99.9,99.3,2.15,2.87,-0.72,16.24,10,8946
360,MAHARASTRA,70.55,60.66,80.21,142909,81911,60829,87981,50,28,1931,1931,1216,1872,1851,1711,11.25,38.71,3.54,57.3,42.6,88.6,63,100,96.9,3.23,3.84,-0.6,19.55,21,8605
358,MAHARASTRA,81.35,73.65,88.73,273822,120542,151930,165736,138,58,2276,2276,2089,2246,2222,2253,15.8,17.67,2.54,44,55.5,99,91.8,100,98.7,2.25,2.8,-0.55,15.08,24,14570
386,MAHARASTRA,80.7,72.41,88.58,388194,205105,182783,236940,283,132,3030,3030,2728,3006,2985,2985,11.85,18.54,2.04,52.8,47.1,98.5,90,100,99.2,1.82,2.23,-0.41,16.17,21,16855
370,MAHARASTRA,76.94,66.68,86.62,518978,233872,285036,337436,383,186,3401,3369,2333,3341,3295,3259,19.06,8.38,1.62,45.1,54.9,95.8,68.6,99.1,98.2,1.35,1.88,-0.53,19.94,46,21661
362,MAHARASTRA,76.04,64.73,86.73,187660,111834,75814,122653,164,55,1182,1182,895,1170,1151,1151,15.51,9.51,1.86,59.6,40.4,97.4,75.7,100,99,1.59,2.12,-0.53,22,19,7501
375,MAHARASTRA,75.22,64.27,85.66,311721,139114,172607,190060,259,72,1791,1700,1304,1762,1736,1724,13.47,2.21,2.21,44.6,55.4,96.3,72.8,94.9,98.4,2,2.4,-0.39,21.39,26,11686
364,MAHARASTRA,73.61,61.28,85.25,320497,173692,146694,210046,392,112,2137,2137,1501,2117,2101,2061,13.9,2.16,1.25,54.2,45.8,96.4,70.2,100,99.1,1.11,1.38,-0.27,23.97,16,12041
372,MAHARASTRA,80.96,73.43,88.03,949304,380710,567501,593521,980,244,4978,4978,4338,4896,4862,4878,9.08,25.62,1.18,40.1,59.8,98,87.1,100,98.4,1.01,1.33,-0.32,14.6,34,32606
383,MAHARASTRA,86.18,80.78,90.9,1175100,218877,934284,967257,947,200,3711,3711,3361,3683,3660,3625,6.6,13.95,1.01,18.6,79.5,97.7,90.6,100,99.2,0.89,1.13,-0.24,10.12,23,34269
376,MAHARASTRA,87.19,81.13,92.72,1350770,396040,948175,784839,770,263,6454,6454,6110,6340,6298,6344,12.52,3.7,1.55,29.3,70.2,98.3,94.7,100,98.2,1.42,1.66,-0.24,11.59,42,53549
351,MAHARASTRA,80.22,71.15,88.81,655107,260081,394724,400320,389,241,4916,4887,4487,4858,4833,4802,12.63,8.33,1.78,39.7,60.3,97.7,91.3,99.4,98.8,1.52,2,-0.47,17.66,25,28298
